Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,El mundo árabe,ARB,..,..,8.8909783483497,8.7371245114221,8.0250842572469,7.65879410001815,7.36325634256247,7.56369673311142,7.64723638559247,7.63062363881155,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Estados pequeos del Caribe,CSS,..,..,8.5039092289236,8.36646009074426,8.18075214603837,7.93740921018293,7.94239133027412,7.75546546536777,7.64856345937609,7.26825425940605,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Europa Central y del Báltico,CEB,..,..,2.68584483784722,2.66449653620149,2.63268433341215,2.71116035887663,2.72895041740444,2.78012249379524,2.71603391860705,2.72548824558263,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,inicial del dividendo demográfico,EAR,..,..,13.4467688790117,13.3089074112941,12.9553029531254,12.6172506721916,12.2609541367772,12.0624200819797,11.9501779265077,11.8889511481923,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Asia oriental y el Pacífico,EAS,..,..,5.21718970582663,5.04598380810858,5.07773859411481,5.16968056784048,5.21516722162831,5.14233739726996,5.09030229267857,5.09539415077067,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Asia oriental y el Pacífico (excluido altos ingresos),EAP,..,..,5.51622016017637,5.32557524474144,5.3626162577294,5.46797420706675,5.51776839943631,5.43600411302598,5.3765294159344,5.38360456375835,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Asia oriental y el Pacífico (BIRF y la AIF),TEA,..,..,5.07156597679314,4.87940393918479,4.90642463996047,4.99385728358112,5.02637256825221,4.92586069906514,4.85433257832133,4.85488944495591,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Zona del Euro,EMU,..,..,2.52850240377842,2.52891711419322,2.53316291766011,2.55820562833745,2.56913718607983,2.58029825198885,2.56851842871149,2.57232034535745,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Europa y Asia central,ECS,..,..,2.84460960569361,2.81046791907054,2.73501674372792,2.67339516125414,2.63015378353992,2.62269784479462,2.65601956570129,2.66618847533914,..,..
Prevalencia de desnutrición (% de la población),SN.ITK.DEFC.ZS,Europa y Asia central (excluido altos ingresos),ECA,..,..,3.29590151823976,3.21276499752,3.02838553490919,2.85873740950537,2.74591439831786,2.71792566416306,2.80673901980504,2.8268851754053,..,..
